#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_00052,932213.SPM24T3_06083,4.61e-44,152,"COG0494@1|root,COG0494@2|Bacteria,1RD2C@1224|Proteobacteria,1SA4Q@1236|Gammaproteobacteria,401P4@613|Serratia",1236|Gammaproteobacteria,L,Belongs to the Nudix hydrolase family. PCD1 subfamily,nudL,"GO:0003674,GO:0003824,GO:0016787,GO:0016817,GO:0016818",-,-,-,-,-,-,-,-,-,-,"DUF1289,NUDIX"
ECFFIKGN_00053,1123073.KB899241_gene1848,4.579999999999999e-55,183,"COG0545@1|root,COG0545@2|Bacteria,1RDA1@1224|Proteobacteria,1RPMP@1236|Gammaproteobacteria,1X5YQ@135614|Xanthomonadales",135614|Xanthomonadales,M,Peptidyl-prolyl cis-trans,VL23_22180,-,5.2.1.8,"ko:K01802,ko:K03773",-,-,-,-,"ko00000,ko01000,ko03110",-,-,-,"FKBP_C,FKBP_N"
ECFFIKGN_00054,1348114.OM33_12885,6.78e-51,172,"COG1842@1|root,COG1842@2|Bacteria,1NC7S@1224|Proteobacteria,1RS0G@1236|Gammaproteobacteria,2PZCA@267888|Pseudoalteromonadaceae",1236|Gammaproteobacteria,KT,"COG1842 Phage shock protein A (IM30), suppresses sigma54-dependent transcription",pspA,"GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0006950,GO:0008150,GO:0008289,GO:0009266,GO:0009271,GO:0009408,GO:0009605,GO:0009607,GO:0009615,GO:0009628,GO:0009889,GO:0009898,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0019897,GO:0019898,GO:0031234,GO:0031323,GO:0031326,GO:0042802,GO:0043167,GO:0043168,GO:0043207,GO:0043433,GO:0044092,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0050896,GO:0051090,GO:0051171,GO:0051252,GO:0051704,GO:0051707,GO:0060187,GO:0060255,GO:0065007,GO:0065009,GO:0071944,GO:0080090,GO:0098552,GO:0098562,GO:0098586,GO:1903506,GO:2000112,GO:2001141",-,ko:K03969,-,-,-,-,ko00000,-,-,-,PspA_IM30
ECFFIKGN_00055,1121033.AUCF01000003_gene3238,2.61e-21,85.9,"2CJWQ@1|root,32C05@2|Bacteria,1Q6G6@1224|Proteobacteria,2VCM2@28211|Alphaproteobacteria,2JUC8@204441|Rhodospirillales",204441|Rhodospirillales,S,Phage shock protein B,-,-,-,ko:K03970,-,-,-,-,"ko00000,ko02048",-,-,-,PspB
ECFFIKGN_00056,1380394.JADL01000001_gene2267,2.1e-27,105,"COG1983@1|root,COG1983@2|Bacteria,1NECC@1224|Proteobacteria,2UEYZ@28211|Alphaproteobacteria,2JTP5@204441|Rhodospirillales",204441|Rhodospirillales,KT,PspC domain,-,-,-,ko:K03973,-,-,-,-,"ko00000,ko02048,ko03000",-,-,-,PspC
ECFFIKGN_00058,1267533.KB906734_gene3652,1.72e-90,275,"COG1024@1|root,COG1024@2|Bacteria,3Y47B@57723|Acidobacteria,2JIRS@204432|Acidobacteriia",204432|Acidobacteriia,I,Enoyl-CoA hydratase/isomerase,-,-,4.2.1.17,ko:K01715,"ko00650,ko01200,map00650,map01200",-,R03026,RC00831,"ko00000,ko00001,ko01000",-,-,-,ECH_1
ECFFIKGN_00059,95619.PM1_0228145,4.839999999999999e-180,520,"COG0662@1|root,COG0836@1|root,COG0662@2|Bacteria,COG0836@2|Bacteria,1MV39@1224|Proteobacteria,1RNQI@1236|Gammaproteobacteria",1236|Gammaproteobacteria,GM,Belongs to the mannose-6-phosphate isomerase type 2 family,-,-,"2.7.7.13,5.3.1.8","ko:K00971,ko:K16011","ko00051,ko00520,ko01100,ko01110,ko01130,ko02025,map00051,map00520,map01100,map01110,map01130,map02025","M00114,M00361,M00362","R00885,R01819","RC00002,RC00376","ko00000,ko00001,ko00002,ko01000",-,-,-,"MannoseP_isomer,NTP_transferase"
ECFFIKGN_00060,1211114.ALIP01000143_gene2258,2.68e-84,263,"COG1091@1|root,COG1091@2|Bacteria,1MUXM@1224|Proteobacteria,1RSNR@1236|Gammaproteobacteria,1X3YC@135614|Xanthomonadales",135614|Xanthomonadales,M,Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose,rmlD,-,1.1.1.133,ko:K00067,"ko00521,ko00523,ko01130,map00521,map00523,map01130",M00793,R02777,RC00182,"ko00000,ko00001,ko00002,ko01000",-,-,-,RmlD_sub_bind
ECFFIKGN_00061,314278.NB231_07917,8.21e-62,194,"COG0629@1|root,COG0629@2|Bacteria,1RCWT@1224|Proteobacteria,1S3WP@1236|Gammaproteobacteria,1X0VF@135613|Chromatiales",135613|Chromatiales,L,"Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism",-,-,-,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440",-,-,-,"ko00000,ko00001,ko03029,ko03032,ko03400",-,-,-,SSB
ECFFIKGN_00062,1163408.UU9_02813,7.949999999999999e-121,358,"COG0142@1|root,COG0142@2|Bacteria,1MUK6@1224|Proteobacteria,1RPR7@1236|Gammaproteobacteria,1X32F@135614|Xanthomonadales",135614|Xanthomonadales,H,Belongs to the FPP GGPP synthase family,ispB,-,2.5.1.90,ko:K02523,"ko00900,ko01110,map00900,map01110",-,R09248,RC00279,"ko00000,ko00001,ko01000,ko01006",-,-,-,polyprenyl_synt
ECFFIKGN_00063,1384056.N787_12885,1.09e-81,246,"COG0652@1|root,COG0652@2|Bacteria,1R9ZQ@1224|Proteobacteria,1S2NX@1236|Gammaproteobacteria,1XCVM@135614|Xanthomonadales",135614|Xanthomonadales,O,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,-,-,-,-,-,-,-,-,-,-,-,-,Pro_isomerase
ECFFIKGN_00064,1163409.UUA_02246,1.25e-92,295,"COG0771@1|root,COG0771@2|Bacteria,1MVYD@1224|Proteobacteria,1RP25@1236|Gammaproteobacteria,1X37K@135614|Xanthomonadales",135614|Xanthomonadales,M,Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA),murD,-,6.3.2.9,ko:K01925,"ko00471,ko00550,ko01100,map00471,map00550,map01100",-,R02783,"RC00064,RC00141","ko00000,ko00001,ko01000,ko01011",-,-,-,"Mur_ligase_C,Mur_ligase_M"
ECFFIKGN_00065,1211114.ALIP01000114_gene1465,1.07e-136,407,"COG1365@1|root,COG1365@2|Bacteria,1R62V@1224|Proteobacteria,1S2JY@1236|Gammaproteobacteria,1X5D9@135614|Xanthomonadales",135614|Xanthomonadales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00066,518766.Rmar_1656,1.12e-88,296,"COG0019@1|root,COG0527@1|root,COG0019@2|Bacteria,COG0527@2|Bacteria,4NFWR@976|Bacteroidetes,1FIKN@1100069|Bacteroidetes Order II. Incertae sedis",976|Bacteroidetes,E,Belongs to the Orn Lys Arg decarboxylase class-II family,-,-,"2.7.2.4,4.1.1.20","ko:K00928,ko:K12526","ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00017,M00018,M00033,M00525,M00526,M00527","R00451,R00480","RC00002,RC00043,RC00299","ko00000,ko00001,ko00002,ko01000",-,-,-,"AA_kinase,Orn_Arg_deC_N,Orn_DAP_Arg_deC"
ECFFIKGN_00069,1492922.GY26_07480,6.58e-51,163,"COG0537@1|root,COG0537@2|Bacteria,1RDCJ@1224|Proteobacteria,1S3QE@1236|Gammaproteobacteria,1J6S7@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,FG,Scavenger mRNA decapping enzyme C-term binding,hinT,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006522,GO:0006524,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009078,GO:0009080,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019478,GO:0019752,GO:0043436,GO:0043530,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046144,GO:0046395,GO:0046416,GO:0046436,GO:0055130,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606",-,ko:K02503,-,-,-,-,"ko00000,ko04147",-,-,-,"DcpS_C,HIT"
ECFFIKGN_00070,557598.LHK_00147,1.86e-75,240,"COG0350@1|root,COG2207@1|root,COG0350@2|Bacteria,COG2207@2|Bacteria,1N2YQ@1224|Proteobacteria,2VIAK@28216|Betaproteobacteria,2KR22@206351|Neisseriales",206351|Neisseriales,L,Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated,-,-,2.1.1.63,ko:K10778,-,-,-,-,"ko00000,ko01000,ko03000,ko03400",-,-,-,"Ada_Zn_binding,DNA_binding_1,HTH_18,Methyltransf_1N"
ECFFIKGN_00071,1384056.N787_07325,1.11e-46,162,"COG1028@1|root,COG1028@2|Bacteria,1MWBC@1224|Proteobacteria,1RNNV@1236|Gammaproteobacteria,1X3SZ@135614|Xanthomonadales",135614|Xanthomonadales,IQ,short-chain dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,"adh_short,adh_short_C2"
ECFFIKGN_00072,1123073.KB899242_gene1129,1.28e-20,85.5,"COG2331@1|root,COG2331@2|Bacteria",2|Bacteria,P,"Regulatory protein, FmdB family",-,-,-,-,-,-,-,-,-,-,-,-,Zn-ribbon_8
ECFFIKGN_00073,1122604.JONR01000010_gene3877,1.25e-45,151,"COG3791@1|root,COG3791@2|Bacteria,1RHWZ@1224|Proteobacteria,1S4HQ@1236|Gammaproteobacteria,1X72V@135614|Xanthomonadales",135614|Xanthomonadales,S,Glutathione-dependent formaldehyde-activating enzyme,-,-,-,-,-,-,-,-,-,-,-,-,GFA
ECFFIKGN_00074,882378.RBRH_03406,8.34e-10,66.6,"COG1562@1|root,COG1562@2|Bacteria,1MX4W@1224|Proteobacteria,2VJ13@28216|Betaproteobacteria,1JZMV@119060|Burkholderiaceae",28216|Betaproteobacteria,I,Phytoene synthase,hpnD,-,"2.5.1.32,2.5.1.99",ko:K02291,"ko00906,ko01062,ko01100,ko01110,map00906,map01062,map01100,map01110",M00097,"R02065,R04218,R07270,R10177","RC00362,RC01101,RC02869","ko00000,ko00001,ko00002,ko01000,ko01006",-,-,-,SQS_PSY
ECFFIKGN_00075,1234364.AMSF01000056_gene1166,3.2799999999999997e-57,188,"COG0546@1|root,COG0546@2|Bacteria,1RCXJ@1224|Proteobacteria,1S3VU@1236|Gammaproteobacteria,1X37Z@135614|Xanthomonadales",135614|Xanthomonadales,G,Catalyzes the dephosphorylation of 2-phosphoglycolate to form glycolate and phosphate,gph,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008967,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0033554,GO:0034641,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",3.1.3.105,ko:K22292,"ko00520,map00520",-,R11785,RC00017,"ko00000,ko00001,ko01000",-,-,-,HAD_2
ECFFIKGN_00076,1384056.N787_13175,1.5200000000000001e-58,189,"COG2227@1|root,COG2227@2|Bacteria,1MU89@1224|Proteobacteria,1RMV7@1236|Gammaproteobacteria,1X4AM@135614|Xanthomonadales",135614|Xanthomonadales,H,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,ubiG,-,"2.1.1.222,2.1.1.64",ko:K00568,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00117,"R04988,R05614,R08769,R08781","RC00003,RC00392,RC01895","ko00000,ko00001,ko00002,ko01000",-,-,-,"Methyltransf_11,Methyltransf_23"
ECFFIKGN_00077,1280950.HJO_13121,2.9599999999999995e-56,205,"COG0457@1|root,COG5616@1|root,COG0457@2|Bacteria,COG5616@2|Bacteria,1MUMZ@1224|Proteobacteria,2TRUI@28211|Alphaproteobacteria,43XNB@69657|Hyphomonadaceae",28211|Alphaproteobacteria,T,Adenylate cyclase,-,-,-,-,-,-,-,-,-,-,-,-,"TIR_2,TPR_16,TPR_8,Trans_reg_C"
ECFFIKGN_00079,349124.Hhal_0028,9.05e-24,99.8,"COG2265@1|root,COG2265@2|Bacteria,1MV3A@1224|Proteobacteria,1RN1D@1236|Gammaproteobacteria,1WWDA@135613|Chromatiales",135613|Chromatiales,J,Catalyzes the formation of 5-methyl-uridine at position 1939 (m5U1939) in 23S rRNA,rlmD,-,2.1.1.190,ko:K03215,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"TRAM,tRNA_U5-meth_tr"
ECFFIKGN_00080,391008.Smal_2970,8.63e-53,172,"COG2954@1|root,COG2954@2|Bacteria,1RI38@1224|Proteobacteria,1S77V@1236|Gammaproteobacteria,1X64C@135614|Xanthomonadales",135614|Xanthomonadales,S,CYTH domain protein,-,-,4.6.1.1,ko:K01768,"ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213",M00695,"R00089,R00434",RC00295,"ko00000,ko00001,ko00002,ko01000",-,-,-,CYTH
ECFFIKGN_00081,913325.N799_05480,2.7300000000000003e-100,306,"COG1472@1|root,COG1472@2|Bacteria,1MVAJ@1224|Proteobacteria,1RMQF@1236|Gammaproteobacteria,1X389@135614|Xanthomonadales",135614|Xanthomonadales,G,"Plays a role in peptidoglycan recycling by cleaving the terminal beta-1,4-linked N-acetylglucosamine (GlcNAc) from peptide-linked peptidoglycan fragments, giving rise to free GlcNAc, anhydro-N-acetylmuramic acid and anhydro-N-acetylmuramic acid-linked peptides",nagZ,-,3.2.1.52,ko:K01207,"ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501",M00628,"R00022,R05963,R07809,R07810,R10831",RC00049,"ko00000,ko00001,ko00002,ko01000",-,-,-,Glyco_hydro_3
ECFFIKGN_00082,1415780.JPOG01000001_gene1518,2.7199999999999997e-47,160,"COG0634@1|root,COG0634@2|Bacteria,1NRT8@1224|Proteobacteria,1RNPQ@1236|Gammaproteobacteria,1X3NG@135614|Xanthomonadales",135614|Xanthomonadales,F,"Catalyzes the salvage synthesis of inosine-5'-monophosphate (IMP) and guanosine-5'-monophosphate (GMP) from the purine bases hypoxanthine and guanine, respectively",hpt,-,2.4.2.8,ko:K00760,"ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110",-,"R00190,R01132,R01229,R02142,R08237,R08238,R08245","RC00063,RC00122","ko00000,ko00001,ko01000",-,-,-,Pribosyltran
ECFFIKGN_00083,1265313.HRUBRA_02058,1.14e-81,251,"COG0005@1|root,COG0005@2|Bacteria,1MUWW@1224|Proteobacteria,1RS0S@1236|Gammaproteobacteria,1J5PC@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,F,"Catalyzes the reversible phosphorylation of S-methyl-5'- thioinosine (MTI) to hypoxanthine and 5-methylthioribose-1- phosphate. Involved in the breakdown of S-methyl-5'-thioadenosine (MTA), a major by-product of polyamine biosynthesis. Catabolism of (MTA) occurs via deamination to MTI and phosphorolysis to hypoxanthine",xapA,"GO:0003674,GO:0003824,GO:0004731,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006148,GO:0006149,GO:0006152,GO:0006161,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008477,GO:0008617,GO:0009056,GO:0009116,GO:0009119,GO:0009120,GO:0009164,GO:0009987,GO:0015949,GO:0016043,GO:0016740,GO:0016757,GO:0016763,GO:0016787,GO:0016798,GO:0016799,GO:0019439,GO:0022607,GO:0034214,GO:0034641,GO:0034655,GO:0034656,GO:0042278,GO:0042453,GO:0042454,GO:0042802,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046094,GO:0046102,GO:0046115,GO:0046121,GO:0046122,GO:0046124,GO:0046128,GO:0046130,GO:0046483,GO:0046700,GO:0047724,GO:0047975,GO:0051259,GO:0055086,GO:0065003,GO:0071704,GO:0071840,GO:0072521,GO:0072523,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903227,GO:1903228","2.4.2.1,2.4.2.28,2.4.2.44","ko:K00772,ko:K03783,ko:K03815,ko:K19696","ko00230,ko00240,ko00270,ko00760,ko01100,ko01110,map00230,map00240,map00270,map00760,map01100,map01110",M00034,"R01402,R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R09668,R10244","RC00033,RC00063,RC00122,RC02819","ko00000,ko00001,ko00002,ko01000",-,-,"iPC815.YPO1171,iUMN146_1321.UM146_04590,iUTI89_1310.UTI89_C2739",PNP_UDP_1
ECFFIKGN_00084,935567.JAES01000013_gene824,5.24e-305,878,"COG0446@1|root,COG1902@1|root,COG0446@2|Bacteria,COG1902@2|Bacteria,1MVE0@1224|Proteobacteria,1RNM8@1236|Gammaproteobacteria,1X445@135614|Xanthomonadales",135614|Xanthomonadales,C,"2,4-dienoyl-coa reductase",fadH,-,1.3.1.34,ko:K00219,-,-,-,-,"ko00000,ko01000",-,-,-,"Oxidored_FMN,Pyr_redox_2"
ECFFIKGN_00085,909943.HIMB100_00004540,8.27e-93,291,"COG2248@1|root,COG2248@2|Bacteria,1MVZY@1224|Proteobacteria,2TTII@28211|Alphaproteobacteria,4BRVU@82117|unclassified Alphaproteobacteria",28211|Alphaproteobacteria,S,"Putative, 10TM heavy-metal exporter",-,-,-,-,-,-,-,-,-,-,-,-,ArsP_2
ECFFIKGN_00086,1121877.JQKF01000013_gene297,4.05e-27,106,"COG1846@1|root,COG1846@2|Bacteria,2IMGG@201174|Actinobacteria,4CNB4@84992|Acidimicrobiia",84992|Acidimicrobiia,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,MarR_2
ECFFIKGN_00087,1123253.AUBD01000002_gene1233,1.9999999999999999e-128,378,"COG3268@1|root,COG3268@2|Bacteria,1MVI3@1224|Proteobacteria,1RS16@1236|Gammaproteobacteria,1X4TS@135614|Xanthomonadales",135614|Xanthomonadales,S,Saccharopine dehydrogenase NADP binding domain,-,-,-,-,-,-,-,-,-,-,-,-,Sacchrp_dh_NADP
ECFFIKGN_00088,869210.Marky_1135,2.7099999999999997e-57,186,"COG1739@1|root,COG1739@2|Bacteria,1WJVU@1297|Deinococcus-Thermus",1297|Deinococcus-Thermus,S,"PFAM Uncharacterised protein family UPF0029, Impact, N-terminal",-,-,-,-,-,-,-,-,-,-,-,-,"DUF1949,UPF0029"
ECFFIKGN_00089,1300345.LF41_158,2.66e-6,53.5,"2A0WA@1|root,30P1D@2|Bacteria,1QH6J@1224|Proteobacteria,1TERB@1236|Gammaproteobacteria,1XBSZ@135614|Xanthomonadales",135614|Xanthomonadales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_00090,1442599.JAAN01000026_gene1148,3.2e-51,169,"COG1595@1|root,COG1595@2|Bacteria,1N38X@1224|Proteobacteria,1S8HN@1236|Gammaproteobacteria,1X62E@135614|Xanthomonadales",135614|Xanthomonadales,K,Belongs to the sigma-70 factor family. ECF subfamily,-,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4,Sigma70_r4_2"
ECFFIKGN_00091,1234364.AMSF01000016_gene1567,9.070000000000001e-117,356,"COG1570@1|root,COG1570@2|Bacteria,1MUA4@1224|Proteobacteria,1RNAZ@1236|Gammaproteobacteria,1X4MX@135614|Xanthomonadales",135614|Xanthomonadales,L,"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides",xseA,-,3.1.11.6,ko:K03601,"ko03430,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"Exonuc_VII_L,tRNA_anti_2"
ECFFIKGN_00092,1385517.N800_00650,5.23e-203,585,"COG1574@1|root,COG1574@2|Bacteria,1MWP2@1224|Proteobacteria,1RNB7@1236|Gammaproteobacteria,1X452@135614|Xanthomonadales",135614|Xanthomonadales,S,Amidohydrolase family,-,-,-,-,-,-,-,-,-,-,-,-,Amidohydro_3
ECFFIKGN_00095,1279017.AQYJ01000021_gene2826,9.22e-84,268,"COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RPI1@1236|Gammaproteobacteria,466VC@72275|Alteromonadaceae",1236|Gammaproteobacteria,M,Biotin-lipoyl like,-,-,-,ko:K03585,"ko01501,ko01503,map01501,map01503","M00646,M00647,M00699,M00718",-,-,"ko00000,ko00001,ko00002,ko01504,ko02000,ko03036","2.A.6.2,8.A.1.6",-,-,"Biotin_lipoyl_2,HlyD_3,HlyD_D23"
ECFFIKGN_00096,1121937.AUHJ01000004_gene984,6.499999999999999e-162,461,"COG0176@1|root,COG0176@2|Bacteria,1MWQ8@1224|Proteobacteria,1RMS0@1236|Gammaproteobacteria,465PU@72275|Alteromonadaceae",1236|Gammaproteobacteria,G,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,tal,"GO:0003674,GO:0003824,GO:0004801,GO:0016740,GO:0016744",2.2.1.2,ko:K00616,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007",R01827,"RC00439,RC00604","ko00000,ko00001,ko00002,ko01000",-,-,-,TAL_FSA
ECFFIKGN_00098,713586.KB900536_gene1207,5.55e-114,334,"COG2020@1|root,COG2020@2|Bacteria,1MWU6@1224|Proteobacteria,1S2PS@1236|Gammaproteobacteria",1236|Gammaproteobacteria,O,methyltransferase activity,-,-,2.1.1.334,ko:K21310,"ko00920,map00920",-,R11546,RC02653,"ko00000,ko00001,ko01000",-,-,-,"NnrU,PEMT"
ECFFIKGN_00099,748247.AZKH_p0432,3.7000000000000005e-22,109,"COG0457@1|root,COG3710@1|root,COG5616@1|root,COG0457@2|Bacteria,COG3710@2|Bacteria,COG5616@2|Bacteria,1MUMZ@1224|Proteobacteria,2VHBT@28216|Betaproteobacteria",28216|Betaproteobacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"TPR_19,TPR_8,Trans_reg_C"
ECFFIKGN_00100,1237149.C900_01127,2.55e-45,153,"COG2062@1|root,COG2062@2|Bacteria,4NQFM@976|Bacteroidetes,47R7I@768503|Cytophagia",976|Bacteroidetes,T,PFAM Phosphoglycerate mutase,sixA,-,-,ko:K08296,-,-,-,-,"ko00000,ko01000",-,-,-,His_Phos_1
ECFFIKGN_00101,1123228.AUIH01000003_gene981,1.9599999999999996e-158,450,"COG0412@1|root,COG0412@2|Bacteria,1MW7S@1224|Proteobacteria,1RPGK@1236|Gammaproteobacteria,1XJ3M@135619|Oceanospirillales",135619|Oceanospirillales,Q,dienelactone hydrolase,-,-,3.1.1.45,ko:K01061,"ko00361,ko00364,ko00623,ko01100,ko01110,ko01120,ko01130,map00361,map00364,map00623,map01100,map01110,map01120,map01130",-,"R03893,R05510,R05511,R06835,R06838,R08120,R08121,R09136,R09220,R09222","RC01018,RC01906,RC01907,RC02441,RC02467,RC02468,RC02674,RC02675,RC02686","ko00000,ko00001,ko01000",-,-,-,DLH
ECFFIKGN_00102,857087.Metme_0076,3.23e-50,163,"COG3791@1|root,COG3791@2|Bacteria,1N0W7@1224|Proteobacteria,1SC8R@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,Glutathione-dependent formaldehyde-activating enzyme,-,-,-,-,-,-,-,-,-,-,-,-,GFA
ECFFIKGN_00103,1385517.N800_08945,7.35e-100,296,"COG0625@1|root,COG0625@2|Bacteria,1PHM1@1224|Proteobacteria,1RMVC@1236|Gammaproteobacteria,1XCI7@135614|Xanthomonadales",135614|Xanthomonadales,O,"Glutathione S-transferase, N-terminal domain",-,-,2.5.1.18,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",-,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905","RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944","ko00000,ko00001,ko01000,ko02000","1.A.12.2.2,1.A.12.3.2",-,-,"GST_C_2,GST_N_3"
ECFFIKGN_00105,1408473.JHXO01000001_gene2446,1.38e-45,155,"COG1986@1|root,COG1986@2|Bacteria,4NRTY@976|Bacteroidetes",976|Bacteroidetes,F,"Phosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP to their respective diphosphate derivatives. Probably excludes non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions",-,-,-,-,-,-,-,-,-,-,-,-,NTPase_I-T
ECFFIKGN_00106,314285.KT71_17566,4.519999999999999e-106,328,"COG0531@1|root,COG0531@2|Bacteria,1MUA2@1224|Proteobacteria,1RQ1P@1236|Gammaproteobacteria,1J76K@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,E,amino acid,-,-,-,-,-,-,-,-,-,-,-,-,AA_permease_2
ECFFIKGN_00107,1173028.ANKO01000052_gene1631,4.259999999999999e-99,304,"COG2008@1|root,COG2008@2|Bacteria,1G1VY@1117|Cyanobacteria,1H7SC@1150|Oscillatoriales",1117|Cyanobacteria,E,Catalyzes the cleavage of L-allo-threonine and L- threonine to glycine and acetaldehyde,-,-,4.1.2.48,ko:K01620,"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230",-,"R00751,R06171","RC00312,RC00372","ko00000,ko00001,ko01000",-,-,-,Beta_elim_lyase
ECFFIKGN_00110,314278.NB231_13971,8.539999999999999e-82,251,"COG3409@1|root,COG3409@2|Bacteria,1NAI5@1224|Proteobacteria",1224|Proteobacteria,M,N-acetylmuramoyl-L-alanine amidase,-,-,-,-,-,-,-,-,-,-,-,-,"Amidase_2,PG_binding_1"
ECFFIKGN_00111,1120956.JHZK01000021_gene1624,2.92e-20,87,"COG0500@1|root,COG2226@2|Bacteria,1RAAZ@1224|Proteobacteria,2U5A9@28211|Alphaproteobacteria,1JQ53@119043|Rhodobiaceae",28211|Alphaproteobacteria,Q,Methyltransferase domain,-,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_25
